 , SUB_ADDR_TYP_CDE, SUB_ADDR_NR, ADD_ADDR_INFO, STREET_NR, STREET_NME, STREET_TYP_CDE, LOCALITY_NAME, STATE,Indigineous Sites, POST_CDE, ABS_AREA, SITE_LAT, SITE_LONGIT, payphones_at_site, NEAREST_PAYPHONE, DRV_PRIME_PROD_CDE, tty    ,  
08838212X2,,,NR ELIZABETH RD,1,PEREGRINE,CRS,CHRISTIE DOWNS,SA,,5164,Christie Downs,-35.13212,138.49193,1,08838217X2 .671 km,MPP1W,,
08838213X2,,,OPP VET CENTRE,107,GLYNVILLE,DRV,HACKHAM WEST,SA,,5163,Hackham West,-35.14248,138.52343,1,08838202X2 .665 km,MPP1W,,
08838214X2,,,NR O'SULLIVANS BCH,251,SOUTH,RD,MORPHETT VALE,SA,,5162,Morphett Vale,-35.11505,138.52259,1,08838404X2 .437 km,MPP1W,,
08838217X2,,,NR GENEVIEVE ST,68,MORTON,RD,CHRISTIE DOWNS,SA,,5164,Christie Downs,-35.12928,138.49845,1,08838212X2 .671 km,MPP1W,,
08838218X2,,,CNR SELWAY TCE,111,GALLOWAY,RD,O'SULLIVAN BEACH,SA,,5166,O'Sullivan Beach,-35.11883,138.47483,1,08838226X2 1.482 km,MPP1W,,
08838219X2,,,NR LEA ST,77,COLLINS,PDE,HACKHAM,SA,,5163,Hackham,-35.13833,138.53298,1,08832502X2 .573 km,MPP1W,,
08838221X2,,,NR TAUNTON PDE,30,BEACH,RD,CHRISTIES BEACH,SA,,5165,Christies Beach,-35.13946,138.47355,1,08838209X2 .28 km,MPP1W,,
08838223X2,,,NR DOCTORS RD,14,MAIN SOUTH,RD,MORPHETT VALE,SA,,5162,Morphett Vale,-35.135957,138.524477,1,08838202X2 .464 km,MPP1W,,
08838224X2,,,ADJ SHOPS,220,BRODIE,RD,MORPHETT VALE,SA,,5162,Morphett Vale,-35.120826,138.510501,1,08838206X2 1.109 km,MPP1W,,
08838226X2,,,ADJ SHOP CENTRE,100,GULFVIEW,RD,CHRISTIES BEACH,SA,,5165,Christies Beach,-35.13093,138.48167,1,08838207X2 .912 km,MPP1W,,
08838228X2,,,NR CATHERINE CRES,0,ELIZABETH,RD,MORPHETT VALE,SA,,5162,Morphett Vale,-35.136217,138.517757,1,08838202X2 .214 km,MPP1W,,
08838300X2,,,,57,MAIN,RD,MCLAREN FLAT,SA,,5171,McLaren Flat,-35.20687,138.58788,1,08832300X1 3.774 km,MPP1W,,
08838301X2,,,OPP CLARENDON PO,61,GRANTS GULLY,RD,CLARENDON,SA,,5157,Clarendon (SA),-35.109067,138.628868,1,08838104X2 4.658 km,MPP1,,
08838303X2,,,CNR OLD COACH RD,48,MCLAREN FLAT,RD,KANGARILLA,SA,,5157,Kangarilla,-35.14861,138.660825,1,08838301X2 5.27 km,MPP1W,,
08838401X1,,,OS NOARLUNGA HOUSE,0,HANNAH,RD,NOARLUNGA CENTRE,SA,,5168,Noarlunga Centre,-35.13911,138.49507,1,08838403X1 .006 km,MPP4W,,
08838401X2,,,CNR TROUTBECK CRS,0,BRODIE,RD,HUNTFIELD HEIGHTS,SA,,5163,Huntfield Heights,-35.155636,138.513041,1,08832604X2 .561 km,MPP1W,,
08838403X1,,,ADJ TAXI RANK,0,HANNAH,RD,NOARLUNGA CENTRE,SA,,5168,Noarlunga Centre,-35.13905,138.49506,1,08838401X1 .006 km,MPP4W,,
08838404X1,,,NOARLUNGA INTRCHNG,0,BURGESS,DRV,NOARLUNGA CENTRE,SA,,5168,Noarlunga Centre,-35.140326,138.492457,1,08838401X1 .273 km,MPP4W,,
08838404X2,,,NR RANDALL RD,206,MAIN SOUTH,RD,MORPHETT VALE,SA,,5162,Morphett Vale,-35.118951,138.523192,1,08838206X2 .319 km,MPP1W,,
08838407X2,,,NOARLUNGA CENTRE,0,ALEXANDER KELLY,DRV,NOARLUNGA CENTRE,SA,,5168,Noarlunga Centre,-35.14042,138.49632,1,08838401X1 .184 km,MPP1W,TTY,
08838410X2,,,NR LYNLEE CRS,242,HONEYPOT,RD,HUNTFIELD HEIGHTS,SA,,5163,Huntfield Heights,-35.14807,138.50995,1,08832604X2 .624 km,MPP1W,,
08838411X2,,,O/S IGA S/MARKET,2,WARSAW,CRS,HACKHAM WEST,SA,,5163,Hackham West,-35.143424,138.515,1,08838410X2 .701 km,MPP1W,,
08838600X2,,,NR ROBERTSON RD,1,GRIFFITHS,DRV,MOANA,SA,,5169,Moana,-35.194,138.47701,1,08832701X1 .497 km,MPP1W,,
08838601X2,,,NR FLINDERS,40,SEAFORD,RD,SEAFORD,SA,,5169,Seaford (SA),-35.1812,138.47371,1,08832701X1 1.039 km,MPP1W,,
08838603X2,,,,2,VERNON,CRS,MASLIN BEACH,SA,,5170,Maslin Beach,-35.231149,138.471574,1,08855760X1 1.991 km,MPP1W,,
08838604X2,,,OPP MALPAS ST,51,PATAPINDA,RD,OLD NOARLUNGA,SA,,5168,Old Noarlunga,-35.180973,138.5027,1,08838609X2 2.017 km,MPP1W,,
08838605X2,,,NR NASHWALK CRES,324,ESPLANADE,,MOANA,SA,,5169,Moana,-35.19804,138.47101,1,08838600X2 .706 km,MPP1W,,
08838606X2,,,O/S LUNCH BAR,0,GRAND,BLV,SEAFORD RISE,SA,,5169,Seaford Rise,-35.20098,138.48727,1,08838600X2 1.213 km,MPP1W,,
08838609X2,,,O/S CLINIC,0,PROW,DRV,SEAFORD MEADOWS,SA,,5169,Seaford Meadows,-35.173156,138.482711,1,08838601X2 1.212 km,MPP1W,,
08838701X1,,,HALLETT COVE SC,246,LONSDALE,RD,HALLETT COVE,SA,,5158,Hallett Cove,-35.078255,138.516673,1,08832211X2 1.142 km,MPP1W,,
08838800X2,,,ADJ POST OFFICE,85,MAWSON,RD,MEADOWS,SA,,5201,Meadows,-35.180636,138.763454,1,08838816X2 6.688 km,MPP1W,,
08838803X2,,,NR SHEPHARD RD,19,PYRITES,RD,BRUKUNGA,SA,,5252,Brukunga,-35.002899,138.942127,1,08838811X2 4.585 km,MPP1W,,
08838805X2,,,O/S VERDUN CPA,25,ONKAPARINGA VALLEY,RD,VERDUN,SA,,5245,Verdun,-35.00802,138.78772,1,08833904X2 2.494 km,MPP1W,,
08838808X2,,,,206,ONKAPARINGA VALLEY,RD,OAKBANK,SA,,5243,Oakbank,-34.98481,138.84059,1,08838809X2 1.384 km,MPP1W,,
08838809X2,,,NR BRIDGE ST,87,ONKAPARINGA VALLEY,RD,BALHANNAH,SA,,5242,Balhannah,-34.990255,138.826917,1,08838808X2 1.384 km,MPP1W,,
08838810X2,,,NR CROSS ST,46,STRATHALBYN,RD,MYLOR,SA,,5153,Mylor,-35.04365,138.75971,1,08833904X2 3.751 km,MPP1W,,
08838811X2,,,O/S NAIRNE LPO,90,OLD PRINCES,HWY,NAIRNE,SA,,5252,Nairne,-35.036585,138.913074,1,08838803X2 4.585 km,MPP1W,,
08838812X2,,,O/S HAHNDORF LPO,57,MT BARKER,RD,HAHNDORF,SA,,5245,Hahndorf,-35.02881,138.809454,1,08838805X2 3.043 km,MPP1W,,
08838814X2,,,CRN CHURCH HILL RD,2,ADELAIDE,RD,ECHUNGA,SA,,5153,Echunga,-35.103557,138.79623,1,08839809X2 6.885 km,MPP1W,,
08838816X2,,,OS POST OFFICE,36,VENABLES,ST,MACCLESFIELD,SA,,5153,Macclesfield (SA),-35.172759,138.836415,1,08838800X2 6.688 km,MPP1W,,
08838900X2,,,POST OFFICE,6,ALBERT,ST,GUMERACHA,SA,,5233,Gumeracha,-34.825198,138.883266,1,08838907X2 5.45 km,MPP1W,,
08838901X2,,,O/S MEMORIAL HALL,0,REDDEN,DRV,CUDLEE CREEK,SA,,5232,Cudlee Creek,-34.840103,138.816653,1,08838002X1 4.229 km,MPP1,,
08838902X2,,,NR GENERAL STORE,13,TOWNSEND,ST,MT TORRENS,SA,,5244,Mount Torrens,-34.87403,138.95909,1,08856850X2 5.972 km,MPP1W,,
08838903X2,,,O/S POST OFFICE,51,MAIN,ST,LOBETHAL,SA,,5241,Lobethal,-34.90441,138.8745,1,08838909X2 .421 km,MPP1W,,
08838907X2,,,N  OF HIGH ST,14,SCOTT,ST,KERSBROOK,SA,,5231,Kersbrook,-34.78398,138.850961,1,08838900X2 5.45 km,MPP1W,,
08838909X2,,,NR WOODSIDE RD,1,MAIN,ST,LOBETHAL,SA,,5241,Lobethal,-34.90808,138.87335,1,08838903X2 .421 km,MPP1W,,
08838912X2,,,O/S GENERAL STORE,1611,ADELAIDE-LOBETHAL,RD,LENSWOOD,SA,,5240,Lenswood,-34.919964,138.828871,1,08838913X2 1.998 km,MPP1W,,
08838913X2,,,O/S POST OFFICE,1320,LOBETHAL,RD,FOREST RANGE,SA,,5139,Forest Range,-34.92663,138.80852,1,08838912X2 1.998 km,MPP1,,
08838914X2,,,OPP MOFFETT ST,53,ONKAPARINGA VALLEY,RD,WOODSIDE,SA,,5244,Woodside (SA),-34.95169,138.87554,1,08838909X2 4.853 km,MPP1,,
08839000X2,,,NR LOBETHAL RD,1,CRESCENT,DRV,NORTON SUMMIT,SA,,5136,Norton Summit,-34.923263,138.725034,1,08839002X2 4.055 km,MPP1W,,
08839002X2,,,NSIDE,1191,GREENHILL,RD,URAIDLA,SA,,5142,Uraidla,-34.956056,138.744513,1,08839003X2 1.247 km,MPP1W,,
08839003X2,,,,1086,GREENHILL,RD,SUMMERTOWN,SA,,5141,Summertown,-34.959727,138.73158,1,08839002X2 1.247 km,MPP1W,,
08839100X2,,,CNR CNR WALKER ST,13,GAWLER,ST,MT BARKER,SA,,5251,Mount Barker (SA),-35.0675,138.85805,1,08839807X2 .251 km,MPP1,,
08839101X2,,,OS WOOLWORTHS,5,WALKER,ST,MT BARKER,SA,,5251,Mount Barker (SA),-35.06548,138.85674,1,08839100X2 .254 km,MPP1,,
08839500X2,,,OPP BERT ST,865,NORTH EAST,RD,MODBURY,SA,,5092,Modbury,-34.83743,138.67832,1,08839506X2 .89 km,MPP1W,,
08839502X2,,,S BELMONT PL,108,ELIZABETH,ST,BANKSIA PARK,SA,,5091,Banksia Park,-34.80796,138.7241,1,08826401X2 1.086 km,MPP1W,,
08839503X2,,,O/S SHPNG VLG,36,MUMFORD,AVE,ST AGNES,SA,,5097,St Agnes (SA),-34.83229,138.71428,1,08839505X2 1.402 km,MPP1W,,
08839505X2,,,NW SHEPHERD ST,1055,NORTH EAST,RD,RIDGEHAVEN,SA,,5097,Ridgehaven,-34.827165,138.700243,1,08839623X2 .75 km,MPP1W,,
08839506X2,,,C/N CROZIER AVE,68,RESERVOIR,RD,MODBURY,SA,,5092,Modbury,-34.83674,138.68804,1,08839601X2 .323 km,MPP1W,,
08839507X2,,,ADJ STATE SWIM CTE,438,MONTAGUE,RD,MODBURY NORTH,SA,,5092,Modbury North,-34.828794,138.673217,1,08839605X1 .051 km,MPP1W,,
08839600X2,,,SW MILNE RD,249,CARRUTHERS,DRV,MODBURY NORTH,SA,,5092,Modbury North,-34.81835,138.68076,1,08839507X2 1.35 km,MPP1W,,
08839601X2,,,MODBURY PUB HOSP,71,SMART,RD,MODBURY,SA,,5092,Modbury,-34.83414,138.68962,1,08839606X2 .082 km,MPP1,,
08839605X1,,,CLOVERCREST S/C,429,MONTAGUE,RD,MODBURY,SA,,5092,Modbury,-34.82906,138.67276,1,08839507X2 .051 km,MPP1W,,
08839606X1,,,,219,MONTAGUE,RD,INGLE FARM,SA,,5098,Ingle Farm,-34.83044,138.64721,1,08826402X1 .001 km,MPP1W,,
08839606X2,,,MODBURY PUB HOSP,71,SMART,RD,MODBURY,SA,,5092,Modbury,-34.833942,138.690493,1,08839601X2 .082 km,MPP1W,,
08839607X2,,,,1220,GRAND JUNCTION,RD,HOPE VALLEY,SA,,5090,Hope Valley (SA),-34.843409,138.700011,1,08826422X2 1.093 km,MPP1W,,
08839618X2,,,O/S SHOPS,414,MILNE,RD,REDWOOD PARK,SA,,5097,Redwood Park,-34.81535,138.69966,1,08839505X2 1.314 km,MPP1W,,
08839620X2,,,CNR ROOPENA ST,257,MONTAGUE,RD,INGLE FARM,SA,,5098,Ingle Farm,-34.828999,138.651215,1,08839606X1 .399 km,MPP1W,,
08839622X2,,,NTH EAST BUSWAY,976,NORTH EAST,RD,MODBURY,SA,,5092,Modbury,-34.83181,138.69427,2,08839606X2 .418 km,MPP1W,,
08839623X2,,,NTH EAST BUSWAY,976,NORTH EAST,RD,MODBURY,SA,,5092,Modbury,-34.83181,138.69427,2,08839606X2 .418 km,MPP1W,,
08839800X1,,,MT BARKER CENTRAL,13,MCLAREN,ST,MT BARKER,SA,,5251,Mount Barker (SA),-35.06439,138.85959,1,08839807X2 .245 km,MPP1,TTY,
08839803X2,,,NR CLEGGETT RD,31,OLD PRINCES,HWY,LITTLEHAMPTON,SA,,5250,Littlehampton,-35.049734,138.859159,1,08839810X2 1.316 km,MPP1,,
08839807X2,,,OPP ELDERS R/EST,57,GAWLER,ST,MT BARKER,SA,,5251,Mount Barker (SA),-35.06647,138.86051,1,08839800X1 .245 km,MPP1W,,
08839809X2,,,NR CEDAR GROVE,46,VICTORIA,RD,MT BARKER,SA,,5251,Mount Barker (SA),-35.080915,138.866669,1,08839100X2 1.685 km,MPP1,,
08839810X2,,,C/VAN & TOURIST PK,40,CAMERON,ST,MT BARKER,SA,,5251,Mount Barker (SA),-35.06153,138.86037,1,08839800X1 .325 km,MPP1,,
08841002X2,,,NR GRENFELL ST,80,KING WILLIAM,ST,ADELAIDE,SA,,5000,Adelaide,-34.92382,138.59973,1,08821249X2 .037 km,MPP1W,,
08841004X2,,,,18,KING WILLIAM,ST,ADELAIDE,SA,,5000,Adelaide,-34.922185,138.59965,1,08821206X2 .035 km,MPP1W,,
08841009X2,,,ADELAIDE COLLEGE O,39,LIGHT,SQ,ADELAIDE,SA,,5000,Adelaide,-34.92394,138.60094,1,08841025X2 .03 km,MPP1W,,
08841025X2,,,NR JAMES PL,28,GRENFELL,ST,ADELAIDE,SA,,5000,Adelaide,-34.924209,138.600908,1,08841009X2 .03 km,MPP1W,,
08841026X2,,,,33,GRENFELL,ST,ADELAIDE,SA,,5000,Adelaide,-34.924414,138.601271,1,08841025X2 .04 km,MPP1W,,
08841036X2,,,NR MORPHETT ST,2,HOCKING,PL,ADELAIDE,SA,,5000,Adelaide,-34.933855,138.594884,1,08821109X2 .188 km,MPP1W,,
08841037X2,,,,82,HINDLEY,ST,ADELAIDE,SA,,5000,Adelaide,-34.92314,138.59649,1,08823128X2 .079 km,MPP1W,,
08841038X2,,,NR MORPHETT ST,150,HINDLEY,ST,ADELAIDE,SA,,5000,Adelaide,-34.923232,138.59381,1,08823128X2 .165 km,MPP1W,,
08841039X2,,,,105,FRANKLIN,ST,ADELAIDE,SA,,5000,Adelaide,-34.92749,138.594863,2,08823111X2 .233 km,MPP1W,,
08843101X2,,,NR VINE ST,661,MAGILL,RD,MAGILL,SA,,5072,Magill,-34.91247,138.68098,1,08843121X2 .58 km,MPP1W,,
08843103X1,,,FIRLE PLAZA NR CBA,171,GLYNBURN,RD,FIRLE,SA,,5070,Firle,-34.904508,138.656123,1,08833201X1 .081 km,MPP1W,,
08843103X2,,,,5,ANGAS,ST,KENT TOWN,SA,,5067,Kent Town,-34.924785,138.623258,1,08836404X2 .388 km,MPP1W,,
08843104X2,,,CNR HIGH ST,31,BRIDGE,ST,KENSINGTON,SA,,5068,Kensington (SA),-34.923762,138.645186,1,08833202X2 .343 km,MPP1W,,
08843105X2,,,,8,STUART,RD,DULWICH,SA,,5065,Dulwich,-34.934815,138.631683,1,08837905X2 .622 km,MPP1W,,
08843107X2,,,NR ASHBROOK AVE,52,DEVITT,AVE,PAYNEHAM SOUTH,SA,,5070,Payneham South,-34.907118,138.646033,1,08833222X2 .442 km,MPP1W,,
08843108X2,,,,81,ST BERNARDS,RD,MAGILL,SA,,5072,Magill,-34.9039,138.67569,1,08836402X2 .783 km,MPP1W,,
08843110X2,,,,365,KENSINGTON,RD,KENSINGTON GARDENS,SA,,5068,Kensington Gardens,-34.9258,138.66288,1,08833214X2 .655 km,MPP1W,,
08843114X2,,,BURNSIDE LPO,502,GLYNBURN,RD,BURNSIDE,SA,,5066,Burnside (SA),-34.93676,138.6602,1,08843110X2 1.242 km,MPP1W,,
08843118X2,,,NR QUEEN ST,131,WILLIAM,ST,NORWOOD,SA,,5067,Norwood (SA),-34.923923,138.638814,1,08833202X2 .237 km,MPP1W,,
08843119X2,,,OS POST OFFICE,259,KENSINGTON,RD,KENSINGTON PARK,SA,,5068,Kensington Park,-34.926355,138.650816,1,08843104X2 .588 km,MPP1W,,
08843121X2,,,,556,MAGILL,RD,MAGILL,SA,,5072,Magill,-34.913161,138.674668,1,08843122X2 .08 km,MPP1W,,
08843122X2,,,OPP CAREY ST,597,MAGILL,RD,MAGILL,SA,,5072,Magill,-34.913061,138.673799,1,08843121X2 .08 km,MPP1W,,
08844301X2,,,,69,FROGMORE,RD,KIDMAN PARK,SA,,5025,Kidman Park,-34.913963,138.527725,1,08835630X2 .971 km,MPP1W,,
08844500X2,,,NR FINDON RD,910,PORT,RD,WOODVILLE SOUTH,SA,,5011,Woodville South,-34.878686,138.531537,1,08824400X2 .373 km,MPP1W,,
08844505X2,,,QEH NEW BLDNG,28,WOODVILLE,RD,WOODVILLE SOUTH,SA,,5011,Woodville South,-34.883697,138.533562,2,08826805X2 .054 km,MPP1W,,
08844506X2,,,NR BALCOMBE AVE,18,DRUMMOND,AVE,FINDON,SA,,5023,Findon,-34.894925,138.527419,1,08824402X1 .406 km,MPP1W,,
08844507X2,,,CNR PARK ST STH,727,PORT,RD,WOODVILLE PARK,SA,,5011,Woodville Park,-34.883771,138.54041,1,08826804X2 .354 km,MPP1W,,
08844700X2,,,,66,COMMERCIAL,RD,PORT ADELAIDE,SA,,5015,Port Adelaide,-34.84403,138.50503,1,08844701X1 .14 km,MPP1,,
08844701X1,,,PORT MALL EAST ENT,178,ST VINCENT,ST,PORT ADELAIDE,SA,,5015,Port Adelaide,-34.845236,138.504585,1,08844713X2 .129 km,MPP1W,,
08844701X2,,,CNR BULLER TCE,62,STROUD,ST,CHELTENHAM,SA,,5014,Cheltenham (SA),-34.86613,138.52535,1,08844726X2 .46 km,MPP1W,,
08844705X2,,,,2,GRAY,TCE,ROSEWATER,SA,,5013,Rosewater,-34.85126,138.51696,1,08844732X2 .398 km,MPP1W,,
08844706X2,,,NR EASTBOURNE TCE,1,HENNESEY,TCE,ROSEWATER,SA,,5013,Rosewater,-34.855656,138.523971,1,08844721X2 .458 km,MPP1W,,
08844708X2,,,PORT ADELAIDE RAIL,246,COMMERCIAL,RD,PORT ADELAIDE,SA,,5015,Port Adelaide,-34.849055,138.508095,1,08844734X2 .395 km,MPP1W,,
08844709X2,,,CNR BROUGHAM,7,QUEEN,ST,ALBERTON,SA,,5014,Alberton (SA),-34.86411,138.51793,1,08824000X2 .559 km,MPP1W,,
08844710X2,,,NR POPLAR ST,30,TAPLEYS HILL,RD,ROYAL PARK,SA,,5014,Royal Park,-34.869583,138.511992,1,08826841X2 .429 km,MPP1W,,
08844713X2,,,,93,COMMERCIAL,RD,PORT ADELAIDE,SA,,5015,Port Adelaide,-34.845029,138.505984,1,08844701X1 .129 km,MPP1W,,
08844717X2,,,,140,GRAND JUNCTION,RD,ROSEWATER,SA,,5013,Rosewater,-34.851691,138.526797,1,08844721X2 .401 km,MPP1W,,
08844719X2,,,,42,PORTLAND,RD,QUEENSTOWN,SA,,5014,Queenstown (SA),-34.856946,138.507161,1,08844722X2 .388 km,MPP1W,,
08844721X2,,,S OF GILL ST,93,ADDISON,RD,ROSEWATER,SA,,5013,Rosewater,-34.854865,138.528903,1,08844717X2 .401 km,MPP1W,,
08844722X2,,,NR BISHOPS AVE,212,PORT,RD,ALBERTON,SA,,5014,Alberton (SA),-34.85673,138.51141,1,08844719X2 .388 km,MPP1W,,
08844726X2,,,CNR ADDISON RD,662,TORRENS,RD,PENNINGTON,SA,,5013,Pennington,-34.863427,138.529191,1,08844733X2 .416 km,MPP1W,,
08844728X2,,,,17,MILBURN,ST,OTTOWAY,SA,,5013,Ottoway,-34.843782,138.537242,1,08834111X2 .897 km,MPP1W,,
08844732X2,,,,85,GRAND JUNCTION,RD,ROSEWATER,SA,,5013,Rosewater,-34.85169,138.5213,1,08844705X2 .398 km,MPP1W,,
08844733X2,,,,41,ADDISON,RD,PENNINGTON,SA,,5013,Pennington,-34.859705,138.529134,1,08844726X2 .416 km,MPP1W,,
08844734X2,,,E OF CHURCH ST,70,DALE,ST,PORT ADELAIDE,SA,,5015,Port Adelaide,-34.84686,138.50468,1,08844701X1 .18 km,MPP1W,,
08844900X2,,,,203,LADY GOWRIE,DRV,LARGS BAY,SA,,5016,Largs Bay,-34.82526,138.48631,1,08844920X2 .877 km,MPP1W,,
08844904X2,,,OPP TIME BALL TOWR,0,ESPLANADE,,SEMAPHORE,SA,,5019,Semaphore,-34.83868,138.48027,1,08844909X2 .15 km,MPP1W,,
08844909X2,,,,24,SEMAPHORE,RD,SEMAPHORE,SA,,5019,Semaphore,-34.83873,138.48192,1,08844904X2 .15 km,MPP1W,,
08844911X2,,,CORNER BOWER RD,1,FAIRFORD,TCE,SEMAPHORE PARK,SA,,5019,Semaphore Park,-34.851756,138.488565,1,08844917X2 .43 km,MPP1W,,
08844912X2,,,,46,HART,ST,SEMAPHORE SOUTH,SA,,5019,Semaphore South,-34.844272,138.481339,1,08844909X2 .618 km,MPP1W,,
08844914X2,,,CNR CATHERINE ST,64,CARLISLE,ST,ETHELTON,SA,,5015,Ethelton,-34.847928,138.490559,1,08844911X2 .462 km,MPP1W,,
08844915X2,,,,51,SEMAPHORE,RD,SEMAPHORE,SA,,5019,Semaphore,-34.838709,138.483834,1,08844909X2 .174 km,MPP1W,,
08844916X2,,,W OF FLETCHER RD,93,WILLS,ST,LARGS BAY,SA,,5016,Largs Bay,-34.829643,138.495939,1,08844920X2 .968 km,MPP1W,,
08844917X2,,,,43,FAIRFORD,TCE,SEMAPHORE PARK,SA,,5019,Semaphore Park,-34.855625,138.488357,1,08844911X2 .43 km,MPP1W,,
08844920X2,,,CNR CARNARVON TCE,242,FLETCHER,RD,LARGS NORTH,SA,,5016,Largs North,-34.82102,138.494415,1,08834108X2 .423 km,MPP1W,,
08852001X2,,,ADJ C/VAN PARK,555,THE ESPLANADE,,MIDDLE BEACH,SA,,5501,Middle Beach,-34.601427,138.408462,1,08852002X2 8.078 km,MPP1W,,
08852002X2,LOT,411,O/S SERV STN,0,PORT WAKEFIELD,RD,LOWER LIGHT,SA,,5501,Lower Light,-34.53291,138.43779,1,08852001X2 8.078 km,MPP1W,,
08852203X2,,,CNR ADELAIDE RD,68,FOURTH,ST,GAWLER SOUTH,SA,,5118,Gawler South,-34.60984,138.74325,1,08852213X2 .327 km,MPP1W,,
08852204X2,,,NR HARRISON CRT,25,BARNET,RD,EVANSTON,SA,,5116,Evanston,-34.61164,138.737527,1,08852213X2 .392 km,MPP1W,,
08852205X2,,,W SIDE ADELAIDE RD,29,SIXTH,ST,GAWLER SOUTH,SA,,5118,Gawler South,-34.606466,138.744562,1,08852203X2 .393 km,MPP1W,,
08852207X2,,,O/S COLES,0,MURRAY,ST,GAWLER,SA,,5118,Gawler (SA),-34.594805,138.748898,1,08852208X2 .136 km,MPP1,,
08852208X2,,,OPP HOTEL,0,COWAN,ST,GAWLER,SA,,5118,Gawler (SA),-34.59574,138.747932,1,08852207X2 .136 km,MPP1W,,
08852209X2,,,,20,MURRAY,ST,GAWLER,SA,,5118,Gawler (SA),-34.602009,138.749206,1,08852303X2 .225 km,MPP1,,
08852211X2,,,CNR RICE AVE,1,WHITAKER,ST,GAWLER SOUTH,SA,,5118,Gawler South,-34.60362,138.74113,1,08852205X2 .445 km,MPP1W,,
08852213X2,,,O/S GAWLER RWS,0,TWENTY THIRD,RD,GAWLER SOUTH,SA,,5118,Gawler South,-34.60854,138.74004,1,08852203X2 .327 km,MPP4W,,
08852214X2,,,S OF BACTON ST,1,ELGIN,AVE,EVANSTON,SA,,5116,Evanston,-34.62528,138.73484,1,08852204X2 1.553 km,MPP1W,,
08852300X2,,,E SIDE,95,MURRAY,ST,GAWLER,SA,,5118,Gawler (SA),-34.59879,138.74933,1,08852303X2 .136 km,MPP1W,,
08852301X2,,,,49,CHEEK,AVE,GAWLER EAST,SA,,5118,Gawler East,-34.59891,138.76323,1,08852300X2 1.272 km,MPP1W,,
08852302X1,,,HEWETT SHOPS,2,KINGFISHER,DRV,HEWETT,SA,,5118,Hewett,-34.5794,138.74817,1,08852207X2 1.714 km,MPP1W,,
08852303X2,,,,81,MURRAY,ST,GAWLER,SA,,5118,Gawler (SA),-34.59999,138.74904,1,08852300X2 .136 km,MPP1W,,
08852440X2,,,POST OFFICE,27,BAROSSA VALLEY,HWY,LYNDOCH,SA,,5351,Lyndoch,-34.601129,138.890826,1,08852441X2 2.381 km,MPP1W,,
08852441X2,,,O/S CARAVAN PARK,1154,BAROSSA VALLEY,HWY,LYNDOCH,SA,,5351,Lyndoch,-34.59126,138.86774,1,08852440X2 2.381 km,MPP1W,,
08852460X2,,,,35,QUEEN,ST,WILLIAMSTOWN,SA,,5351,Williamstown (SA),-34.670308,138.890253,1,08852461X2 1.355 km,MPP1W,,
08852461X2,,,NR CRVN PRK OFF,36,SPRINGTON,RD,WILLIAMSTOWN,SA,,5351,Williamstown (SA),-34.67368,138.904497,1,08852460X2 1.355 km,MPP1W,,
08852488X2,,,OS LEITCHS HTL C/P,0,GARTRELL,ST,ROSEWORTHY,SA,,5371,Roseworthy,-34.534318,138.749951,1,08852302X1 5.015 km,MPP1W,,
08852520X2,,,OPP POST OFFICE,5,HANSEN,ST,FREELING,SA,,5372,Freeling,-34.454353,138.809858,1,08852488X2 10.45 km,MPP1,,
08852540X2,,,O/S POST OFFICE,31,ANNIE,TCE,WASLEYS,SA,,5400,Wasleys,-34.470705,138.681384,1,08852488X2 9.461 km,MPP1W,,
08852720X2,,,O/S MUSUEMVE,0,DUBLIN,RD,MALLALA,SA,,5502,Mallala,-34.43795,138.5094,1,08852002X2 12.432 km,MPP1W,,
08852820X2,,,CRN LIGHT ST,10,GILBERT,ST,HAMLEY BRIDGE,SA,,5401,Hamley Bridge,-34.356553,138.681266,1,08852821X2 5.296 km,MPP1W,,
08852821X2,,,,61,MURRAY,ST,STOCKPORT,SA,,5410,Stockport,-34.33474,138.732547,1,08852820X2 5.296 km,MPP1W,,
08852850X2,,,,56,GILBERT,ST,TARLEE,SA,,5411,Tarlee,-34.273173,138.770778,1,08852821X2 7.694 km,MPP1W,,
08852860X2,,,CNR MAIN ST,11,RAILWAY,TCE,OWEN,SA,,5460,Owen,-34.2704,138.546836,1,08852820X2 15.627 km,MPP1W,,
08852900X2,,,POST OFFICE,1,PORT WAKEFIELD,RD,DUBLIN,SA,,5501,Dublin,-34.453895,138.354703,1,08852902X2 9.138 km,MPP1W,,
08852902X2,,,CRN EAST TERRACE,8,FIRST,ST,PARHAM,SA,,5501,Parham,-34.430815,138.25906,1,08852900X2 9.138 km,MPP1W,,
08853100X2,,,NR HIRT,15,KINTORE,AVE,MURRAY BRIDGE,SA,,5253,Murray Bridge,-35.134016,139.278386,1,08853122X2 .238 km,MPP1W,,
08853101X1,,,LONG ISLAND MARINA,100,ROPER,ST,MURRAY BRIDGE,SA,,5253,Murray Bridge,-35.13457,139.30119,1,08853205X2 1.633 km,MPP1W,,
08853104X1,REAR,,MURRAY BRIDGE GREE,3,SWANPORT,RD,MURRAY BRIDGE,SA,,5253,Murray Bridge,-35.121275,139.273141,1,08853113X2 .171 km,MPP1,,
